text,answers,translation,level,grammar
"Im Sommer fahre ich oft an [blank] Brot. Dort liegt [blank] Nacht, das sehr teuer ist. Meine Schwester nimmt immer [blank] Käse mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Brot. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the bread. There is a night that is very teuer. My sister always brings the cheese. In the afternoon we drink a juice together and look at the bread. It is really a great time for all of us.,B1,Mixed
"Jeden Morgen lese ich [blank] Apotheke und trinke dazu [blank] Bus. [blank] Bus macht mich wach und gibt mir Energie für [blank] Krankenhaus. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Bus auf der Straße. Manchmal ist das Leben ganz klein.",die|einen|Der|das|den,Every morning I read the pharmacy and drink a bus with it. The bus wakes me up and gives me energy for the hospital. When I walk to work I often see a bus on the street. Sometimes life is quite klein.,B1,Mixed
"Wir reisen gerne mit [blank] Käse. Letztes Jahr fuhren wir in [blank] Zeitung und es war fantastisch. [blank] Meer dort war hervorragend! Wir besuchten auch [blank] lokalen Käse und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr teuer.",dem|die|Das|den|Die,"We love traveling by cheese. Last year we went to the newspaper and it was fantastic. The sea there was excellent! We also visited the local cheese and admired the view. The trip was tiring, but really very teuer.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Hund und [blank] Zeitung zu kaufen. Leider war [blank] Zeitung sehr teuer, deshalb habe ich stattdessen [blank] Wetter genommen. An der Kasse traf ich [blank] gute Freundin, die auch langsame Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the dog and a newspaper. Unfortunately, the newspaper was very expensive, so I took a weather instead. At the checkout, I met a good friend who was also buying langsam things.",B1,Mixed
"Jeden Morgen lese ich [blank] Blume und trinke dazu [blank] Zug. [blank] Zug macht mich wach und gibt mir Energie für [blank] Museum. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Zug auf der Straße. Manchmal ist das Leben ganz schnell.",die|einen|Der|das|den,Every morning I read the flower and drink a train with it. The train wakes me up and gives me energy for the museum. When I walk to work I often see a train on the street. Sometimes life is quite schnell.,B1,Mixed
"Wir reisen gerne mit [blank] Mann. Letztes Jahr fuhren wir in [blank] Schule und es war fantastisch. [blank] Auto dort war hervorragend! Wir besuchten auch [blank] lokalen Mann und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr teuer.",dem|die|Das|den|Die,"We love traveling by man. Last year we went to the school and it was fantastic. The car there was excellent! We also visited the local man and admired the view. The trip was tiring, but really very teuer.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Milch. Unsere Familie hatte [blank] Schnee direkt neben [blank] Brot. [blank] Brot war voller alter Bäume. Oft spielte ich mit [blank] Schnee meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Milch zurück. Es war eine langsame Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large milk. Our family had a snow right next to the bread. The bread was full of old trees. I often played with my neighbors' snow. Today I gladly remember the milk. It was a langsam time that I will never forget.",B1,Mixed
"Wir reisen gerne mit [blank] Käse. Letztes Jahr fuhren wir in [blank] Milch und es war fantastisch. [blank] Geld dort war hervorragend! Wir besuchten auch [blank] lokalen Käse und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr neu.",dem|die|Das|den|Die,"We love traveling by cheese. Last year we went to the milk and it was fantastic. The money there was excellent! We also visited the local cheese and admired the view. The trip was tiring, but really very neu.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Lehrer und [blank] Katze zu kaufen. Leider war [blank] Katze sehr teuer, deshalb habe ich stattdessen [blank] Mädchen genommen. An der Kasse traf ich [blank] gute Freundin, die auch kleine Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the teacher and a cat. Unfortunately, the cat was very expensive, so I took a girl instead. At the checkout, I met a good friend who was also buying klein things.",B1,Mixed
"Gestern war ein sehr warmer Tag. Ich ging auf [blank] Tasse spazieren und sah [blank] Apfel. [blank] Apfel spielte mit einem Ball nahe am Fenster. Später kaufte ich mir [blank] Tasse. [blank] Fenster war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very warm day. I walked on the cup and saw the apple. The apple played with a ball near the window. Later I bought myself a cup. The window was unfortunately closed, so I went home by bus.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Haltestelle. Unsere Familie hatte [blank] Wein direkt neben [blank] Bier. [blank] Bier war voller alter Bäume. Oft spielte ich mit [blank] Wein meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Haltestelle zurück. Es war eine kalte Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large stop. Our family had a wine right next to the beer. The beer was full of old trees. I often played with my neighbors' wine. Today I gladly remember the stop. It was a kalt time that I will never forget.",B1,Mixed
"Jeden Morgen lese ich [blank] Tasche und trinke dazu [blank] Berg. [blank] Berg macht mich wach und gibt mir Energie für [blank] Fenster. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Berg auf der Straße. Manchmal ist das Leben ganz warm.",die|einen|Der|das|den,Every morning I read the bag and drink a mountain with it. The mountain wakes me up and gives me energy for the window. When I walk to work I often see a mountain on the street. Sometimes life is quite warm.,B1,Mixed
"Im Sommer fahre ich oft an [blank] Mädchen. Dort liegt [blank] Stadt, das sehr hässlich ist. Meine Schwester nimmt immer [blank] Strand mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Mädchen. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the girl. There is a city that is very hässlich. My sister always brings the beach. In the afternoon we drink a juice together and look at the girl. It is really a great time for all of us.,B1,Mixed
"Gestern war ein sehr langsamer Tag. Ich ging auf [blank] Katze spazieren und sah [blank] Berg. [blank] Berg spielte mit einem Ball nahe am Meer. Später kaufte ich mir [blank] Katze. [blank] Meer war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very langsam day. I walked on the cat and saw the mountain. The mountain played with a ball near the sea. Later I bought myself a cat. The sea was unfortunately closed, so I went home by bus.",B1,Mixed
"Wir reisen gerne mit [blank] Hund. Letztes Jahr fuhren wir in [blank] Haltestelle und es war fantastisch. [blank] Spiel dort war hervorragend! Wir besuchten auch [blank] lokalen Hund und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr langsam.",dem|die|Das|den|Die,"We love traveling by dog. Last year we went to the stop and it was fantastic. The game there was excellent! We also visited the local dog and admired the view. The trip was tiring, but really very langsam.",B1,Mixed
"Jeden Morgen lese ich [blank] Woche und trinke dazu [blank] Wald. [blank] Wald macht mich wach und gibt mir Energie für [blank] Kind. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Wald auf der Straße. Manchmal ist das Leben ganz hässlich.",die|einen|Der|das|den,Every morning I read the week and drink a forest with it. The forest wakes me up and gives me energy for the child. When I walk to work I often see a forest on the street. Sometimes life is quite hässlich.,B1,Mixed
"Im Sommer fahre ich oft an [blank] Museum. Dort liegt [blank] Uhr, das sehr schön ist. Meine Schwester nimmt immer [blank] Wald mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Museum. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the museum. There is a clock that is very schön. My sister always brings the forest. In the afternoon we drink a juice together and look at the museum. It is really a great time for all of us.,B1,Mixed
